Author(s) ID,Title,Year,Abstract,Keywords,Language of Original Document,Document Type,Abstract Length,Topic_Label,Combined_Topic,Text
57200147650; 23397494900; 7401451741; 7004103986,Lasso: A device-To-device group monitoring service for smart cities,2017,many smart city applications involve groups of individuals that wish to remain together as they move throughout the city for example a group of tourists may be monitored by a tour operator to keep the group together and on schedule alternatively a group of elementary school children in transit to school should be closely supervised by an adult to ensure the children stay safe this paper presents lasso a smartphone based service that exploits wireless devices carried by each group member to provide infrastructure free group formation and monitoring we show how smartphones equipped with bluetooth low energy ble can be used as personal beacons in a device to device group monitoring protocol to allow each user to join a group and see a distributed view of group membership in real time while lasso is general purpose in nature we demonstrate it and evaluate its performance through a prototype application used by a tourist guide to monitor tour participants 2017 ieee,iot neighbor discovery wsn smartphones bluetooth low energies ble distributed views elementary schools group memberships monitoring protocol monitoring services neighbor discovery wireless devices smart city,English,Conference paper,158,1,AI_Tourism,many smart city applications involve groups of individuals that wish to remain together as they move throughout the city for example a group of tourists may be monitored by a tour operator to keep the group together and on schedule alternatively a group of elementary school children in transit to school should be closely supervised by an adult to ensure the children stay safe this paper presents lasso a smartphone based service that exploits wireless devices carried by each group member to provide infrastructure free group formation and monitoring we show how smartphones equipped with bluetooth low energy ble can be used as personal beacons in a device to device group monitoring protocol to allow each user to join a group and see a distributed view of group membership in real time while lasso is general purpose in nature we demonstrate it and evaluate its performance through a prototype application used by a tourist guide to monitor tour participants 2017 ieee iot neighbor discovery wsn smartphones bluetooth low energies ble distributed views elementary schools group memberships monitoring protocol monitoring services neighbor discovery wireless devices smart city
55868227900; 57195295398; 47562268000; 16022802400,Shared experience in pretrip and experience sharing in posttrip: A survey of Airbnb users,2017,this research focuses on travelers use of shared experiences during their pretrip decision making and their posttrip behavior in sharing their experiences on the basis of information processing and literature on experience sharing we developed hypotheses on how travelers make their purchase decisions on a smart tourism platform adopting the experiences shared by others pretrip and how the quality of their travel experience and perceived information discrepancy affected their behavior in sharing their experience posttrip by testing these hypotheses using survey data from 411 korean users of airbnb we draw conclusions on how firms should manage the flow of travelers experience information and design smart tourism platforms 2016 elsevier b v,decision making surveys experience experience informations experience sharing information processing theories information sharing shared experiences smart tourism travel experiences information dissemination experience information sharing information processing theory smart tourism,English,Article,110,9,Sustainability,this research focuses on travelers use of shared experiences during their pretrip decision making and their posttrip behavior in sharing their experiences on the basis of information processing and literature on experience sharing we developed hypotheses on how travelers make their purchase decisions on a smart tourism platform adopting the experiences shared by others pretrip and how the quality of their travel experience and perceived information discrepancy affected their behavior in sharing their experience posttrip by testing these hypotheses using survey data from 411 korean users of airbnb we draw conclusions on how firms should manage the flow of travelers experience information and design smart tourism platforms 2016 elsevier b v decision making surveys experience experience informations experience sharing information processing theories information sharing shared experiences smart tourism travel experiences information dissemination experience information sharing information processing theory smart tourism
NoID,"Proceeding of 2017 International Conference on Smart Cities, Automation and Intelligent Computing Systems, ICON-SONICS 2017",2017,the proceedings contain 27 papers the topics discussed include toward to an exaggeration engine for facial animation evaluating the difference of rbf implementation in expression marker transfer toward a dynamic disaster decision support system in citarum river basin feweas citarum dc source based stand alone microgrid control using i pd scheme for a mimo system navigation system for smartphone based autonomous underwater vehicle development of a control system for human follower quadcopter logistic regression ensemble to classify alzheimer gene expression dwipa ontology ii a semi automatic ontology population process for bali tourism based on the ontology population methodology and software requirement specification of intelligent system for monitoring and preventing smartphone addiction,,English,Conference review,105,6,Tech_Communication,the proceedings contain 27 papers the topics discussed include toward to an exaggeration engine for facial animation evaluating the difference of rbf implementation in expression marker transfer toward a dynamic disaster decision support system in citarum river basin feweas citarum dc source based stand alone microgrid control using i pd scheme for a mimo system navigation system for smartphone based autonomous underwater vehicle development of a control system for human follower quadcopter logistic regression ensemble to classify alzheimer gene expression dwipa ontology ii a semi automatic ontology population process for bali tourism based on the ontology population methodology and software requirement specification of intelligent system for monitoring and preventing smartphone addiction 
59158354400; 8576000500; 7202393240,Efficient journey planning and congestion prediction through deep learning,2017,the advancements of technology continuously rising over the years has seen many applications that are useful in providing users with sufficient information to make better journey plans on their own however commuters still find themselves going through congested routes every day to get to their destinations this paper attempts to delineate the possibilities of improving urban mobility through big data processing and deep learning models essentially through a predictive model to predict congestion and its duration this paper aims to develop and validate a functional journey planning mobile application that can predict traffic conditions allowing road users to make better informed decisions to their travel plans this paper proposes a multi layered perceptron mlp deep learning model for congestion prediction and supplements a linear regression lr model to predict its duration the proposed mlp lr model performed reasonably well with an accuracy of 63 in predicting an occurrence of congestion some critical discussions on further research opportunities stemming from this study is also presented 2017 ieee,data handling deep learning forecasting motor transportation smart city traffic congestion congestion prediction critical discussions informed decision mobile applications multi layered perceptron predictive modeling research opportunities traffic conditions big data congestion prediction deep learning journey planning,English,Conference paper,164,10,Tourism_Experience,the advancements of technology continuously rising over the years has seen many applications that are useful in providing users with sufficient information to make better journey plans on their own however commuters still find themselves going through congested routes every day to get to their destinations this paper attempts to delineate the possibilities of improving urban mobility through big data processing and deep learning models essentially through a predictive model to predict congestion and its duration this paper aims to develop and validate a functional journey planning mobile application that can predict traffic conditions allowing road users to make better informed decisions to their travel plans this paper proposes a multi layered perceptron mlp deep learning model for congestion prediction and supplements a linear regression lr model to predict its duration the proposed mlp lr model performed reasonably well with an accuracy of 63 in predicting an occurrence of congestion some critical discussions on further research opportunities stemming from this study is also presented 2017 ieee data handling deep learning forecasting motor transportation smart city traffic congestion congestion prediction critical discussions informed decision mobile applications multi layered perceptron predictive modeling research opportunities traffic conditions big data congestion prediction deep learning journey planning
8638389300,Navigating epistemic disarticulations,2017,this research note reflects on the challenges of conducting research on issues framed by multiple epistemic regimes using insights drawn from my work on the 1988 murder of 28 year old british tourist julie ann ward in the maasai mara game reserve in kenya i discuss the problem of opacities created by a combination of uncritical embrace of received knowledge about africa ns and cultural illiteracy in competing knowledge systems around which africa ns frame their worlds i also examine rumour as an influential genre of knowledge production contestation and critique in african societies what has been termed a form of community intelligence that challenges single lens conceptions of credible knowledge the research note argues for a more attentive grasp of africans fluid self conceptions as both ethno cultural citizens of particular epistemic communities and as citizens of the modern state with its attendant institutions serious engagement with africans shifting senses of themselves and the epistemic and ethical protocols they deem themselves subject to under different circumstances can have productive implications for our understanding of africans lives options and choices the author 2017 published by oxford university press on behalf of royal african society all rights reserved,,English,Note,191,11,Data_Analysis,this research note reflects on the challenges of conducting research on issues framed by multiple epistemic regimes using insights drawn from my work on the 1988 murder of 28 year old british tourist julie ann ward in the maasai mara game reserve in kenya i discuss the problem of opacities created by a combination of uncritical embrace of received knowledge about africa ns and cultural illiteracy in competing knowledge systems around which africa ns frame their worlds i also examine rumour as an influential genre of knowledge production contestation and critique in african societies what has been termed a form of community intelligence that challenges single lens conceptions of credible knowledge the research note argues for a more attentive grasp of africans fluid self conceptions as both ethno cultural citizens of particular epistemic communities and as citizens of the modern state with its attendant institutions serious engagement with africans shifting senses of themselves and the epistemic and ethical protocols they deem themselves subject to under different circumstances can have productive implications for our understanding of africans lives options and choices the author 2017 published by oxford university press on behalf of royal african society all rights reserved 
56325269900; 14052291900,A novel popular tourist attraction discovering approach based on geo-tagged social media big data,2017,in the big data era the social media data that contain users geographical locations are growing explosively these kinds of spatiotemporal data provide a new perspective for us to observe the human movement behavior by mining such spatiotemporal data we can incorporate the users collective wisdom build novel services and bring convenience to people through spatial clustering of the original user locations both the natural boundaries and the human activity information of the tourist attractions are generated which facilitate performing popularity analysis of tourist attractions and extracting the travelers spatio temporal patterns or travel laws on the one hand the potential extracted knowledge could provide decision supports to the tourism management department in both tourism planning and resource development on the other hand the travel preferences are able to be extracted from the clustering generated attractions and thus intelligent tourism recommendation services could be developed for the tourist to promote the realization of smart tourism hence this paper proposes a new method for discovering popular tourist attractions which extracts hotspots through integrating spatial clustering and text mining approaches we carry out tourist attraction discovery experiments based on the flickr geotagged images within the urban area of beijing from 2005 to 2016 the results show that compared with the traditional dbscan method this novel approach can distinguish adjacent high density areas when discovering popular tourist attractions and has better adaptability in the case of an uneven density distribution in addition based on the finding results of scenic hotspots this paper analyzes the popularity distribution laws of beijing s tourist attractions under different temporal and weather contexts 2017 by the authors licensee mdpi,geographical big data popularity analysis social media tourist attraction,English,Article,268,6,Tech_Communication,in the big data era the social media data that contain users geographical locations are growing explosively these kinds of spatiotemporal data provide a new perspective for us to observe the human movement behavior by mining such spatiotemporal data we can incorporate the users collective wisdom build novel services and bring convenience to people through spatial clustering of the original user locations both the natural boundaries and the human activity information of the tourist attractions are generated which facilitate performing popularity analysis of tourist attractions and extracting the travelers spatio temporal patterns or travel laws on the one hand the potential extracted knowledge could provide decision supports to the tourism management department in both tourism planning and resource development on the other hand the travel preferences are able to be extracted from the clustering generated attractions and thus intelligent tourism recommendation services could be developed for the tourist to promote the realization of smart tourism hence this paper proposes a new method for discovering popular tourist attractions which extracts hotspots through integrating spatial clustering and text mining approaches we carry out tourist attraction discovery experiments based on the flickr geotagged images within the urban area of beijing from 2005 to 2016 the results show that compared with the traditional dbscan method this novel approach can distinguish adjacent high density areas when discovering popular tourist attractions and has better adaptability in the case of an uneven density distribution in addition based on the finding results of scenic hotspots this paper analyzes the popularity distribution laws of beijing s tourist attractions under different temporal and weather contexts 2017 by the authors licensee mdpi geographical big data popularity analysis social media tourist attraction
55639917900; 55351169900; 57215854699; 35072658500,Performance enhancement of underlay cognitive radio networks by intelligent multiple relay selection,2017,in an underlay spectrum sharing environment relay selection stands as one of the fascinating techniques to address the challenge of performance enhancement of secondary communication via cognitive relays in this paper a similar constrained optimization problem is discussed in which a secondary source destination pair is assisted by a potential relay assisted cognitive radio rcrn in the worst case scenario when line of sight los path is not available to enable the communication in order to solve this sophisticated problem we perform multiple relay selection under the assumption of availability of perfect channel state information csi and propose two novel techniques one based on artificial bee colony abc evolutionary computing and the second based on fuzzy rule based system frbs both proposed techniques aim to maximize the signal to noise ratio snr at the destination keeping in view the transmit power and interference constraints the effectiveness of the schemes is highlighted through simulation results along with their comparison 2016 ieee,amplify forward artificial bee colony cognitive radio network fuzzy rule based system underlay spectrum sharing channel state information communication channels information theory constrained optimization fuzzy inference fuzzy rules optimization signal to noise ratio artificial bee colonies artificial bee colonies abc cognitive radio network constrained optimi zation problems multiple relay selections perfect channel state information underlay cognitive radios underlay spectrum sharing cognitive radio,English,Conference paper,154,7,Tech_Communication,in an underlay spectrum sharing environment relay selection stands as one of the fascinating techniques to address the challenge of performance enhancement of secondary communication via cognitive relays in this paper a similar constrained optimization problem is discussed in which a secondary source destination pair is assisted by a potential relay assisted cognitive radio rcrn in the worst case scenario when line of sight los path is not available to enable the communication in order to solve this sophisticated problem we perform multiple relay selection under the assumption of availability of perfect channel state information csi and propose two novel techniques one based on artificial bee colony abc evolutionary computing and the second based on fuzzy rule based system frbs both proposed techniques aim to maximize the signal to noise ratio snr at the destination keeping in view the transmit power and interference constraints the effectiveness of the schemes is highlighted through simulation results along with their comparison 2016 ieee amplify forward artificial bee colony cognitive radio network fuzzy rule based system underlay spectrum sharing channel state information communication channels information theory constrained optimization fuzzy inference fuzzy rules optimization signal to noise ratio artificial bee colonies artificial bee colonies abc cognitive radio network constrained optimi zation problems multiple relay selections perfect channel state information underlay cognitive radios underlay spectrum sharing cognitive radio
54883984900; 35772676800,Factors influencing the willingness to pay for sustainable tourism: a case of mass tourism destinations,2017,the relationship between sustainability and tourists is complex there has been little increase in the number of studies published over recent years focusing on the concept of pro sustainable tourists or the tourist s willingness to pay wtp for sustainability making it increasingly difficult to identify key explanatory factors that determine tourists wtp for sustainable destinations to provide a richer understanding of tourists heterogeneous preferences for sustainable destinations this study allows us to determine current tourists attitude toward sustainability and to identify explanatory variables that influence their wtp to enjoy a more sustainable destination this study surveyed tourists on the western costa del sol spain a mature sun and sand destination that is currently restructuring and facing several developmental challenges associated with sustainability 2016 informa uk limited trading as taylor francis group,andalucia costa del sol spain artificial intelligence ecotourism environmental factor public attitude sustainability tourism development tourist behavior tourist destination willingness to pay pro sustainable tourists sustainable destinations sustainable intelligence western costa del sol willingness to pay,English,Article,132,11,Data_Analysis,the relationship between sustainability and tourists is complex there has been little increase in the number of studies published over recent years focusing on the concept of pro sustainable tourists or the tourist s willingness to pay wtp for sustainability making it increasingly difficult to identify key explanatory factors that determine tourists wtp for sustainable destinations to provide a richer understanding of tourists heterogeneous preferences for sustainable destinations this study allows us to determine current tourists attitude toward sustainability and to identify explanatory variables that influence their wtp to enjoy a more sustainable destination this study surveyed tourists on the western costa del sol spain a mature sun and sand destination that is currently restructuring and facing several developmental challenges associated with sustainability 2016 informa uk limited trading as taylor francis group andalucia costa del sol spain artificial intelligence ecotourism environmental factor public attitude sustainability tourism development tourist behavior tourist destination willingness to pay pro sustainable tourists sustainable destinations sustainable intelligence western costa del sol willingness to pay
57219858286; 56035214200; 57207950689; 57210625524; 6507170867; 57195032311,"New tourist service based on virtual reality glasses in the town of Miskolc, Hungary",2017,the paper presents how the vr technology helps tourists in selecting their destinations the current state of the art service is the result of systematic development activities which has become available in the tourist information office tourinform in the town of miskolc the visitors can discover the local sights either on the web site of the tourist organisation or in the guide hand miskolc smart phone application or from now on in a virtual space due to the virtual reality vr technology with the help of 3d vr glasses and spherical panorama pictures 2017 bulgarian academy of sciences institute of mathematics and informatics all rights reserved,mobile application panorama pictures tourism virtual reality vr glasses,English,Conference paper,103,11,Data_Analysis,the paper presents how the vr technology helps tourists in selecting their destinations the current state of the art service is the result of systematic development activities which has become available in the tourist information office tourinform in the town of miskolc the visitors can discover the local sights either on the web site of the tourist organisation or in the guide hand miskolc smart phone application or from now on in a virtual space due to the virtual reality vr technology with the help of 3d vr glasses and spherical panorama pictures 2017 bulgarian academy of sciences institute of mathematics and informatics all rights reserved mobile application panorama pictures tourism virtual reality vr glasses
23390562100,The multi-channel E-service quality for Thai electronic tourism,2017,this research identifies the multi channel electronic service quality of thai e tourism including various online channels such as websites social networks smartphones and internet of things and their impact on cognitive image the analysis of the factors of electronic tourism based on the survey from thai and foreign tourists the service quality of multichannel e tourism consists of 8 factors tangibility responsiveness reliability trust accessibility ease of use real time iot and security the results of the study showed that the tourists considered the service quality via the internet of things technology important because of immediate responsiveness through devices and applications which can create cognitive and affective image 2017 international consortium for electronic business all right reserved,cognitive image e service quality e tourism multi channel e service quality electronic commerce internet of things reliability analysis smart city affective images cognitive image e service quality electronic service qualities etourism internet of things technologies online channels service quality quality of service,English,Conference paper,115,6,Tech_Communication,this research identifies the multi channel electronic service quality of thai e tourism including various online channels such as websites social networks smartphones and internet of things and their impact on cognitive image the analysis of the factors of electronic tourism based on the survey from thai and foreign tourists the service quality of multichannel e tourism consists of 8 factors tangibility responsiveness reliability trust accessibility ease of use real time iot and security the results of the study showed that the tourists considered the service quality via the internet of things technology important because of immediate responsiveness through devices and applications which can create cognitive and affective image 2017 international consortium for electronic business all right reserved cognitive image e service quality e tourism multi channel e service quality electronic commerce internet of things reliability analysis smart city affective images cognitive image e service quality electronic service qualities etourism internet of things technologies online channels service quality quality of service
57208471201; 24447482400,Transforming Economy of Calicut to Smart Economy,2017,calicut city had a glorious history dating back to twelfth century with a vibrant trade base due to an established trade route connecting europe and the south asia thus making it once an internationally acclaimed city thus the city was ruled by many rulers across the globe until india s independence of late the city lost its global stature due to many reasons though it still has much aspirations and potential to become one such city calicut is fortunate enough to have a reasonably good economic base with mostly employment in tertiary sectors along with service and it based industries the city is also a destination with a remarkable presence in the international tourist map the city can boast about being the center for some of the best educational institutes in india a good portion of the revenue comes from the remittance of expatriate nonresident keralites along with income from industries trade and commerce though other sectors like fisheries and health tourism contributes reasonably well to the economic development of the region the city and its surroundings have got some of the best socioeconomic profiles with high literacy rates better female work participation and overall a high hdi which is comparable with some of the well developed countries of the world further an analysis is performed based on the six key building blocks of smart city namely smart people smart economy smart mobility smart environment smart living and smart governance based on this analysis it can be said that calicut can truly aspire and has all the potentials to become a future smart city 2017 springer nature singapore pte ltd,colonial invasion economic base future smart city international trade socioeconomic and demographic profile spice route,English,Book chapter,268,4,Data_Analysis,calicut city had a glorious history dating back to twelfth century with a vibrant trade base due to an established trade route connecting europe and the south asia thus making it once an internationally acclaimed city thus the city was ruled by many rulers across the globe until india s independence of late the city lost its global stature due to many reasons though it still has much aspirations and potential to become one such city calicut is fortunate enough to have a reasonably good economic base with mostly employment in tertiary sectors along with service and it based industries the city is also a destination with a remarkable presence in the international tourist map the city can boast about being the center for some of the best educational institutes in india a good portion of the revenue comes from the remittance of expatriate nonresident keralites along with income from industries trade and commerce though other sectors like fisheries and health tourism contributes reasonably well to the economic development of the region the city and its surroundings have got some of the best socioeconomic profiles with high literacy rates better female work participation and overall a high hdi which is comparable with some of the well developed countries of the world further an analysis is performed based on the six key building blocks of smart city namely smart people smart economy smart mobility smart environment smart living and smart governance based on this analysis it can be said that calicut can truly aspire and has all the potentials to become a future smart city 2017 springer nature singapore pte ltd colonial invasion economic base future smart city international trade socioeconomic and demographic profile spice route
35608314500; 57193806794; 57193810642,How MDMA flows across the USA: Evidence from price data,2017,this study uses wholesale prices of mdma for 59 cities in the usa published by the national drug intelligence center ndic over the period of 2002 2011 to identify trafficking patterns of mdma price differentials and correlations between pairs of cities are used to infer the presence of a link and the direction of flow of mdma the presence of inward and outward links is used to categorise each city as a source destination transit or weakly integrated city the analysis identified low prices close to the canadian and mexican borders in a number of cities such as chicago miami new york city a trio of cities in the carolinas and along the west coast a number of these cities are linked to large numbers of other cities indicating hub or source like status the findings generate insights into the status of major us cities in the mdma trafficking network 2016 informa uk limited trading as taylor francis group,ecstasy mdma networks price trafficking usa,English,Article,159,4,Data_Analysis,this study uses wholesale prices of mdma for 59 cities in the usa published by the national drug intelligence center ndic over the period of 2002 2011 to identify trafficking patterns of mdma price differentials and correlations between pairs of cities are used to infer the presence of a link and the direction of flow of mdma the presence of inward and outward links is used to categorise each city as a source destination transit or weakly integrated city the analysis identified low prices close to the canadian and mexican borders in a number of cities such as chicago miami new york city a trio of cities in the carolinas and along the west coast a number of these cities are linked to large numbers of other cities indicating hub or source like status the findings generate insights into the status of major us cities in the mdma trafficking network 2016 informa uk limited trading as taylor francis group ecstasy mdma networks price trafficking usa
57193266657; 57189525783,Dynamic pricing and reservation for intelligent urban parking management,2017,despite rapid advances of information technologies for intelligent parking systems it remains a challenge to optimally manage limited parking resources in busy urban neighborhoods in this paper we use dynamic location dependent parking pricing and reservation to improve system wide performance of an intelligent parking system with this system the parking agency is able to decide the spatial and temporal distribution of parking prices to achieve a variety of objectives while drivers with different origins and destinations compete for limited parking spaces via online reservation we develop a multi period non cooperative bi level model to capture the complex interactions among the parking agency and multiple drivers as well as a non myopic approximate dynamic programming adp approach to solve the model it is shown with numerical examples that the adp based pricing policy consistently outperforms alternative policies in achieving greater performance of the parking system and shows reliability in handling the spatial and temporal variations in parking demand 2017,approximate dynamic programming dynamic pricing equilibrium mpec parking management costs information management phase equilibria approximate dynamic programming dynamic pricing location dependents mpec online reservation parking management spatial and temporal distribution spatial and temporal variation information technology intelligent transportation system neighborhood parking performance assessment pricing policy reliability analysis road pricing transportation economics travel demand dynamic programming,English,Article,154,10,Tourism_Experience,despite rapid advances of information technologies for intelligent parking systems it remains a challenge to optimally manage limited parking resources in busy urban neighborhoods in this paper we use dynamic location dependent parking pricing and reservation to improve system wide performance of an intelligent parking system with this system the parking agency is able to decide the spatial and temporal distribution of parking prices to achieve a variety of objectives while drivers with different origins and destinations compete for limited parking spaces via online reservation we develop a multi period non cooperative bi level model to capture the complex interactions among the parking agency and multiple drivers as well as a non myopic approximate dynamic programming adp approach to solve the model it is shown with numerical examples that the adp based pricing policy consistently outperforms alternative policies in achieving greater performance of the parking system and shows reliability in handling the spatial and temporal variations in parking demand 2017 approximate dynamic programming dynamic pricing equilibrium mpec parking management costs information management phase equilibria approximate dynamic programming dynamic pricing location dependents mpec online reservation parking management spatial and temporal distribution spatial and temporal variation information technology intelligent transportation system neighborhood parking performance assessment pricing policy reliability analysis road pricing transportation economics travel demand dynamic programming
12804325000,The future factor: Forces transforming human destiny,2017,the future factor offers an inspiring optimistic view of the human future sociologist michael g zey shows how breathtaking innovations in fields such as biotechnology computing robotics medicine energy development and space technology are catapulting global society into a new era of abundance and prosperity as the third millennium begins technological breakthroughs provide unprecedented opportunities for growth profitability and organizational and personal reinvention however to stay ahead of the curve and anticipate future developments before competitors and peers do leaders companies and individuals must be equipped with the capacity to make informed decisions in the future factor zey provides the sophisticated cutting edge knowledge needed to achieve competitive advantage that individuals require to make career and life choices zey paints a big picture of new forces biogenesis cybergenesis species coalescence and dominionization that are subtly impacting society and the global economy and changing forever the way we live among the subjects explored in this wide ranging book are the role cybergenisis will play in making humans healthier the universal communication network based on the internet and virtual reality biogenesis gene therapy and decoding the human genome next generation robots smart machines and their impact on economic growth the colonization of space and the advent of space tourism fusion based energy and its effect on the environment and global economy global transportation and a worldwide superhighway and biotechnological breakthroughs in agriculture and food production 2004 by taylor francis all rights reserved,,English,Book,237,2,Smart_Mobility,the future factor offers an inspiring optimistic view of the human future sociologist michael g zey shows how breathtaking innovations in fields such as biotechnology computing robotics medicine energy development and space technology are catapulting global society into a new era of abundance and prosperity as the third millennium begins technological breakthroughs provide unprecedented opportunities for growth profitability and organizational and personal reinvention however to stay ahead of the curve and anticipate future developments before competitors and peers do leaders companies and individuals must be equipped with the capacity to make informed decisions in the future factor zey provides the sophisticated cutting edge knowledge needed to achieve competitive advantage that individuals require to make career and life choices zey paints a big picture of new forces biogenesis cybergenesis species coalescence and dominionization that are subtly impacting society and the global economy and changing forever the way we live among the subjects explored in this wide ranging book are the role cybergenisis will play in making humans healthier the universal communication network based on the internet and virtual reality biogenesis gene therapy and decoding the human genome next generation robots smart machines and their impact on economic growth the colonization of space and the advent of space tourism fusion based energy and its effect on the environment and global economy global transportation and a worldwide superhighway and biotechnological breakthroughs in agriculture and food production 2004 by taylor francis all rights reserved 
56124518800,Self-Image Congruity and its Impact on Wine Tourism,2017,consumer decisions involve not only rational and utilitarian attributes but also value and symbolic attributes of a product or service self image congruity models are based on the notion of the cognitive matching between value expressive attributes of a given product or brand and the consumers self image sirgy and johar 1985 this research investigates the impact of self image congruity on wine tourism behaviour specifically winery cellar door visitation with the inclusion of functional and affective destination image constructs of wine regions and attitude toward wine tourism there is a lack of evidence within the tourism literature of the effect of self congruity on the intentions or motivations to visit a destination chon 1992 litvin and goh 2002 sirgy and su 2000 in addition the researcher is interested in the potential differences of consumers who are considered high involved wine consumers vs those who are low involved wine consumers and the impact on the self image congruity model involvement as a construct is well established in wine purchasing behaviour lockshin jarvis d hauteville and perrouty 2006 lockshin quester and spawton 2001 lockshin spawton and macintosh 1997 lockshin and spawton 2001 quester and smart 1996 rasmussen and lockshin 1999 zaichkowsky 1985 the link between wine involvement and wine tourism activity however has only recently been explored by brown havitz and getz 2006 who developed a wine involvement scale wis similarly limited research has been conducted evaluating the effect of involvement with self congruity one study found the effect of involvement moderated the effect of congruity where the greater the involvement with travelling the more important self congruity is beerli et al 2007 2017 academy of marketing science,behavioural intention brand loyalty destination image tourism research wine region,English,Book chapter,269,9,Sustainability,consumer decisions involve not only rational and utilitarian attributes but also value and symbolic attributes of a product or service self image congruity models are based on the notion of the cognitive matching between value expressive attributes of a given product or brand and the consumers self image sirgy and johar 1985 this research investigates the impact of self image congruity on wine tourism behaviour specifically winery cellar door visitation with the inclusion of functional and affective destination image constructs of wine regions and attitude toward wine tourism there is a lack of evidence within the tourism literature of the effect of self congruity on the intentions or motivations to visit a destination chon 1992 litvin and goh 2002 sirgy and su 2000 in addition the researcher is interested in the potential differences of consumers who are considered high involved wine consumers vs those who are low involved wine consumers and the impact on the self image congruity model involvement as a construct is well established in wine purchasing behaviour lockshin jarvis d hauteville and perrouty 2006 lockshin quester and spawton 2001 lockshin spawton and macintosh 1997 lockshin and spawton 2001 quester and smart 1996 rasmussen and lockshin 1999 zaichkowsky 1985 the link between wine involvement and wine tourism activity however has only recently been explored by brown havitz and getz 2006 who developed a wine involvement scale wis similarly limited research has been conducted evaluating the effect of involvement with self congruity one study found the effect of involvement moderated the effect of congruity where the greater the involvement with travelling the more important self congruity is beerli et al 2007 2017 academy of marketing science behavioural intention brand loyalty destination image tourism research wine region
57193630018,Network Anomaly Traffic Detection Method Based on Support Vector Machine,2017,network traffic is the amount of data moving across a network at a specific time and anomaly traffic detection is of great importance in computer networks in this paper we integrate the entropy theory and support vector machine to detect network anomaly traffic we utilize the entropy theory to establish the network traffic feature vector using the entropy theory and then exploit the support vector machine to detect the network anomaly traffic by tackling a classification problem particularly six types of network features are used to construct feature vector in this work such as source ip destination ip source port destination port packet size and packet type afterwards we provide the network feature vector to svm to learn network traffic behaviors experimental results demonstrate that compared with existing method our proposed method can detect network anomaly traffic with high accuracy 2016 ieee,anomaly traffic detection entropy theory hypersphere network attack support vector machine entropy image retrieval internet protocols smart city support vector machines systems engineering vectors entropy theory feature vectors hypersphere network anomalies network attack network features network traffic traffic detection computer networks,English,Conference paper,143,3,Tourism_Experience,network traffic is the amount of data moving across a network at a specific time and anomaly traffic detection is of great importance in computer networks in this paper we integrate the entropy theory and support vector machine to detect network anomaly traffic we utilize the entropy theory to establish the network traffic feature vector using the entropy theory and then exploit the support vector machine to detect the network anomaly traffic by tackling a classification problem particularly six types of network features are used to construct feature vector in this work such as source ip destination ip source port destination port packet size and packet type afterwards we provide the network feature vector to svm to learn network traffic behaviors experimental results demonstrate that compared with existing method our proposed method can detect network anomaly traffic with high accuracy 2016 ieee anomaly traffic detection entropy theory hypersphere network attack support vector machine entropy image retrieval internet protocols smart city support vector machines systems engineering vectors entropy theory feature vectors hypersphere network anomalies network attack network features network traffic traffic detection computer networks
